Date,Close,High,Low,Open,Volume
1986-03-13,0.05959763377904892,0.062258690509538354,0.05427674434049864,0.05427674434049864,1031788800
1986-03-14,0.061725929379463196,0.06279071824035254,0.05959757567891985,0.05959757567891985,308160000
1986-03-17,0.06279076635837555,0.06332285519126342,0.061725976681513146,0.061725976681513146,133171200
1986-03-18,0.06119384989142418,0.06332281591351147,0.06066176138857912,0.06279072741066641,67766400
1986-03-19,0.06012969836592674,0.06172596455088591,0.059597609637607026,0.06119387582256619,47894400
1986-03-20,0.05853341892361641,0.06012968474703413,0.0580013303158105,0.06012968474703413,58435200
1986-03-21,0.05693717673420906,0.05959762087756038,0.05587299907686853,0.058533443220219854,59990400
1986-03-24,0.05534091964364052,0.0569371864006557,0.05480883072463546,0.0569371864006557,65289600
1986-03-25,0.056405071169137955,0.056405071169137955,0.05480880515676805,0.05534089382755802,32083200
1986-03-26,0.0580013208091259,0.05853340932972003,0.05587296672674934,0.05640505524734348,22752000
1986-03-27,0.05906553193926811,0.05906553193926811,0.058001354283902636,0.058001354283902636,16848000
1986-03-31,0.05853341892361641,0.05906550753142231,0.05746924170800459,0.05906550753142231,12873600
1986-04-01,0.0580013208091259,0.05853340932972003,0.05800132080912589,0.05853340932972003,11088000
1986-04-02,0.05853341892361641,0.05959759613922822,0.0580013303158105,0.0580013303158105,27014400
1986-04-03,0.05906553193926811,0.06066179842231633,0.05906553193926811,0.05906553193926811,23040000
1986-04-04,0.05906553193926811,0.059597620766950854,0.05906553193926811,0.05906553193926811,26582400
1986-04-07,0.0580013208091259,0.05959758637090831,0.05693714376793762,0.059065497850314175,16560000
1986-04-08,0.05853341892361641,0.05959759613922822,0.0580013303158105,0.0580013303158105,10252800
1986-04-09,0.05959763377904892,0.06012972272290395,0.05853345589133886,0.05853345589133886,12153600
1986-04-10,0.06012969836592674,0.06066178709424647,0.058533432180967584,0.059597609637607026,13881600
1986-04-11,0.06119384989142418,0.062258638907821344,0.06066176138857912,0.06066176138857912,17222400
1986-04-14,0.061725929379463196,0.0622586298152167,0.06119384095432736,0.06119384095432736,12153600
1986-04-15,0.061725929379463196,0.0617259293794632,0.05959757567891985,0.0617259293794632,9302400
1986-04-16,0.06385491043329239,0.06438699898627522,0.06119385565761353,0.06172594421059636,31910400
1986-04-17,0.0643870085477829,0.0643870085477829,0.0638549199157846,0.0638549199157846,22003200
1986-04-18,0.062258653342723846,0.06438700784757106,0.061725952705663105,0.06438700784757106,21628800
1986-04-21,0.062258653342723846,0.06279074196893565,0.06066177545323949,0.062258653342723846,22924800
1986-04-22,0.06119384989142418,0.062258638907821344,0.06119384989142418,0.062258638907821344,15552000
1986-04-23,0.061459917575120926,0.061725964221484034,0.0606617867705236,0.061193875496003816,15609600
1986-04-24,0.06757954508066177,0.0686437224193133,0.061193869037854065,0.0614599110888942,62352000
1986-04-25,0.07183688879013062,0.0747633796652934,0.06811165493526442,0.06811165493526442,85795200
1986-04-28,0.07236894965171814,0.07290103828087181,0.07130416038255848,0.07183686102256447,28886400
1986-04-29,0.07023998349905014,0.07236895003787727,0.06970789486705725,0.07236895003787727,30326400
1986-04-30,0.068643718957901,0.07077207352788015,0.06704745303041665,0.07023998488538537,30902400
1986-05-01,0.06757954508066177,0.0686437224193133,0.06651536774201024,0.0686437224193133,54345600
1986-05-02,0.06757954508066177,0.0686437224193133,0.067047456411336,0.06757954508066177,20246400
1986-05-05,0.06704747676849365,0.06757956559937384,0.06704747676849365,0.06757956559937384,3254400
1986-05-06,0.06757954508066177,0.0686437224193133,0.06757954508066177,0.06757954508066177,9734400
1986-05-07,0.06757954508066177,0.06811163374998754,0.06651536774201024,0.06757954508066177,5155200
1986-05-08,0.06811165064573288,0.06811165064573288,0.06704747304310194,0.06757956184441741,3542400
1986-05-09,0.06757954508066177,0.06811163374998754,0.06757954508066177,0.06811163374998754,6076800
1986-05-12,0.06811165064573288,0.0697079170496793,0.06757956184441741,0.06757956184441741,10483200
1986-05-13,0.068643718957901,0.0691758076003958,0.06811163031540622,0.06811163031540622,3830400
1986-05-14,0.06811165064573288,0.06864373944704835,0.06811165064573288,0.06864373944704835,9302400
1986-05-15,0.06811165064573288,0.06917582824836382,0.06811165064573288,0.06811165064573288,3801600
1986-05-16,0.068643718957901,0.07023998488538537,0.06811163031540622,0.06811163031540622,11952000
1986-05-19,0.06757954508066177,0.0686437224193133,0.067047456411336,0.0686437224193133,11001600
1986-05-20,0.06704747676849365,0.06757956559937384,0.06651538793761347,0.06757956559937384,61977600
1986-05-21,0.06598324328660965,0.06757950842885102,0.06598324328660965,0.0670474200481039,8092800
1986-05-22,0.06598324328660965,0.06651533166735678,0.06598324328660965,0.06598324328660965,4406400
1986-05-23,0.06598324328660965,0.0670474200481039,0.06598324328660965,0.06598324328660965,4089600
1986-05-27,0.06811165064573288,0.06811165064573288,0.06598329544047099,0.06598329544047099,13881600
1986-05-28,0.07023998349905014,0.07023998349905014,0.0681116289710786,0.0681116289710786,15523200
1986-05-29,0.07183688879013062,0.07290106645978127,0.0697079214397404,0.07024001027456574,45676800
1986-05-30,0.07449730485677719,0.07556148212491881,0.07236895032049395,0.07236895032049395,27072000
1986-06-02,0.07236894965171814,0.07449730416833283,0.07236894965171814,0.07449730416833283,19728000
1986-06-03,0.07236894965171814,0.07236894965171814,0.07130416038255848,0.07236894965171814,5011200
1986-06-04,0.07183688879013062,0.07290106645978127,0.07130418794421639,0.07236897762495594,4723200
1986-06-05,0.07290104031562805,0.07290104031562805,0.07130416237274391,0.07183686302761823,13708800
1986-06-06,0.07290104031562805,0.07290104031562805,0.07183686302761823,0.07290104031562805,3427200
1986-06-09,0.06970790773630142,0.07290105212862212,0.06970790773630142,0.07290105212862212,12672000
1986-06-10,0.06970790773630142,0.06970790773630142,0.06864373027585072,0.06970790773630142,3427200
1986-06-11,0.06970790773630142,0.06970790773630142,0.06864373027585072,0.06970790773630142,2304000
1986-06-12,0.06704747676849365,0.06970792092289457,0.06651538793761347,0.06970792092289457,13708800
1986-06-13,0.06704747676849365,0.06757956559937384,0.06651538793761347,0.06704747676849365,7891200
1986-06-16,0.06651537865400314,0.06757955616723531,0.06598328989738705,0.06704746741061923,9590400
1986-06-17,0.06757954508066177,0.0686437224193133,0.067047456411336,0.067047456411336,13075200
1986-06-18,0.06704747676849365,0.06757956559937384,0.06598329910673328,0.06757956559937384,4348800
1986-06-19,0.06651537865400314,0.06757955616723531,0.06598328989738705,0.06704746741061923,8467200
1986-06-20,0.0667814239859581,0.06704746607534467,0.06651537732932533,0.06651537732932533,3801600
1986-06-23,0.06757954508066177,0.06757954508066177,0.06545119040335871,0.06678141436029587,46195200
1986-06-24,0.06704747676849365,0.06811165443025402,0.06651538793761347,0.06757956559937384,14572800
1986-06-25,0.06598324328660965,0.06757950842885102,0.06598324328660965,0.0670474200481039,15235200
1986-06-26,0.06385491043329239,0.06651535319820653,0.06385491043329239,0.0659832646452237,19152000
1986-06-27,0.06332288682460785,0.06438706502200048,0.06279079772591153,0.06385497592330416,10396800
1986-06-30,0.06545120477676392,0.06704747113528912,0.06279076084588858,0.06332284963206364,62352000
1986-07-01,0.06545120477676392,0.06545120477676392,0.06491911599058885,0.06545120477676392,47577600
1986-07-02,0.06545120477676392,0.06545120477676392,0.06491911599058885,0.06545120477676392,52617600
1986-07-03,0.06651537865400314,0.06704746741061923,0.06598328989738705,0.06598328989738705,14140800
1986-07-07,0.06385491043329239,0.06651535319820653,0.06385491043329239,0.06651535319820653,14054400
1986-07-08,0.062258653342723846,0.06385491922135926,0.061725952705663105,0.06385491922135926,14256000
1986-07-09,0.05959763377904892,0.062258690509538354,0.05906554483519389,0.062258690509538354,46137600
